complex_id,venue_id,venue_name,venue_city_name,venue_country_name,venue_country_code,venue_timezone
sr:complex:73463,sr:venue:23414,Indoor 12,Zhangjiagang,China,CHN,Asia/Shanghai
sr:complex:73795,sr:venue:79835,Court 7,Ljubljana,Slovenia,SVN,Europe/Ljubljana
sr:complex:73797,sr:venue:77715,Indoor Court,Guangzhou,China,CHN,Asia/Shanghai
sr:complex:73807,sr:venue:74039,Cancha 2,Santa Cruz de la Sierra,Bolivia,BOL,America/La_Paz
sr:complex:73817,sr:venue:73825,Center Court,Szczecin,Poland,POL,Europe/Warsaw
sr:complex:73979,sr:venue:73825,Center Court,Szczecin,Poland,POL,Europe/Warsaw
sr:complex:73981,sr:venue:73825,Center Court,Szczecin,Poland,POL,Europe/Warsaw
sr:complex:73997,sr:venue:74005,Court 3,Antofagasta,Chile,CHL,America/Santiago
sr:complex:74007,sr:venue:74015,Court 3,Bad Waltersdorf,Austria,AUT,Europe/Vienna
sr:complex:74017,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74049,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74051,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74053,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74061,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74063,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74065,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74067,sr:venue:74025,Court 3,"Columbus, OH",USA,USA,America/New_York
sr:complex:74173,sr:venue:78771,Court 4,Astana,Kazakhstan,KAZ,Asia/Almaty
sr:complex:74183,sr:venue:74191,Court 3,Bogota,Colombia,COL,America/Bogota
sr:complex:74193,sr:venue:80093,St Cyr En Val No.2,Orleans,France,FRA,Europe/Paris
sr:complex:74730,sr:venue:26347,Court 2,Playford City,Australia,AUS,Australia/Adelaide
sr:complex:74732,sr:venue:74952,Indoor 12,Curitiba,Brazil,BRA,Brazil/East
sr:complex:74734,sr:venue:74812,Stadium 1,Tampico,Mexico,MEX,America/Mexico_City
sr:complex:74736,sr:venue:74826,Huafa Center Court,Zhuhai,China,CHN,Asia/Shanghai
sr:complex:74912,sr:venue:74910,Estadio Paradisus,Cancun,Mexico,MEX,America/Mexico_City
sr:complex:74962,sr:venue:74970,Court 3,Sofia,Bulgaria,BGR,Europe/Sofia
sr:complex:75062,sr:venue:75150,Court 1,Danderyd,Sweden,SWE,Europe/Stockholm
sr:complex:75064,sr:venue:75150,Court 1,Danderyd,Sweden,SWE,Europe/Stockholm
sr:complex:75066,sr:venue:75108,Court C,Kobe,Japan,JPN,Asia/Tokyo
sr:complex:75068,sr:venue:75108,Court C,Kobe,Japan,JPN,Asia/Tokyo
sr:complex:75070,sr:venue:75120,Grandstand,Colina,Chile,CHL,America/Santiago
sr:complex:75192,sr:venue:75338,Quadra 4,Brasilia,Brazil,BRA,Brazil/East
sr:complex:75200,sr:venue:81423,Indoor Court,Florianopolis,Brazil,BRA,America/Sao_Paulo
sr:complex:75607,sr:venue:75615,Platz 4,Baden-Wurttemberg,Germany,DEU,Europe/Berlin
sr:complex:75731,sr:venue:75735,Kurt 2,Prague,Czechia,CZE,Europe/Prague
sr:complex:76035,sr:venue:76185,Match Court,Trinec,Czechia,CZE,Europe/Prague
sr:complex:76037,sr:venue:81869,Cancha 2,Rosario,Argentina,ARG,America/Argentina/Buenos_Aires
sr:complex:76089,sr:venue:1386,Match Court 1,Linz,Austria,AUT,Europe/Vienna
sr:complex:76107,sr:venue:79789,Court 6,Guangzhou,China,CHN,Asia/Shanghai
sr:complex:76885,sr:venue:76933,Court 2,New Delhi,India,IND,Asia/Kolkata
sr:complex:77217,sr:venue:77261,Court 2,Barcelona,Spain,ESP,Europe/Madrid
sr:complex:77389,sr:venue:2086,Center Court,Bucharest,Romania,ROU,Europe/Bucharest
sr:complex:77391,sr:venue:77435,Cancha 9,San Miguel de Tucuman,Argentina,ARG,America/Argentina/Cordoba
sr:complex:77425,sr:venue:51479,"Estadio Arena GNP Seguros (Acapulco, MEXICO)",Acapulco,Mexico,MEX,America/Mexico_City
sr:complex:77517,sr:venue:77583,Court 2,Lleida,Spain,ESP,Europe/Madrid
sr:complex:77595,sr:venue:77717,Center Court,Wuxi,China,CHN,Asia/Shanghai
sr:complex:77615,sr:venue:77633,Quadra 6,Santos,Brazil,BRA,Brazil/East
sr:complex:77763,sr:venue:82408,Court 10,Oeiras,Portugal,PRT,Europe/Lisbon
sr:complex:77767,sr:venue:82408,Court 10,Oeiras,Portugal,PRT,Europe/Lisbon
sr:complex:77883,sr:venue:70997,Court 2,Kachreti,Georgia,GEO,Asia/Tbilisi
sr:complex:78093,sr:venue:78141,Court 8,Zagreb,Croatia,HRV,Europe/Zagreb
sr:complex:78363,sr:venue:78141,Court 8,Zagreb,Croatia,HRV,Europe/Zagreb
sr:complex:78489,sr:venue:78625,Court 4,Brasov,Romania,ROU,Europe/Bucharest
sr:complex:78753,sr:venue:78965,Grandstand,Verona,Italy,ITA,Europe/Rome
sr:complex:78831,sr:venue:80261,Court 2,Hong Kong,"Hong Kong, China",HKG,Asia/Hong_Kong
sr:complex:79097,sr:venue:79153,Court 2,Bonn,Germany,DEU,Europe/Berlin
sr:complex:79103,sr:venue:80959,Court 5,"Lincoln, NE",USA,USA,America/Chicago
sr:complex:79281,sr:venue:34570,Court 3,Dobrich,Bulgaria,BGR,Europe/Sofia
sr:complex:79391,sr:venue:81529,Omega Sport - Court 3,Olomouc,Czechia,CZE,Europe/Prague
sr:complex:79459,sr:venue:72933,Court 1,Porto,Portugal,PRT,Europe/Lisbon
sr:complex:79633,sr:venue:79653,Court 10,Giza,Egypt,EGY,Africa/Cairo
sr:complex:79665,sr:venue:33974,Court 1,Montreux,Switzerland,CHE,Europe/Zurich
sr:complex:79837,sr:venue:79949,Cancha 2,Santiago de Cali,Colombia,COL,America/Bogota
sr:complex:79851,sr:venue:79949,Cancha 2,Santiago de Cali,Colombia,COL,America/Bogota
sr:complex:79853,sr:venue:79949,Cancha 2,Santiago de Cali,Colombia,COL,America/Bogota
sr:complex:79855,sr:venue:79949,Cancha 2,Santiago de Cali,Colombia,COL,America/Bogota
sr:complex:79861,sr:venue:79949,Cancha 2,Santiago de Cali,Colombia,COL,America/Bogota
sr:complex:80737,sr:venue:80811,Indoor 1,Jiujiang,China,CHN,Asia/Shanghai
sr:complex:80851,sr:venue:80875,Grandstand,Belgrade,Serbia,SRB,Europe/Belgrade
sr:complex:80961,sr:venue:80875,Grandstand,Belgrade,Serbia,SRB,Europe/Belgrade
sr:complex:80963,sr:venue:81015,COURT 2,Decines-Charpieu,France,FRA,Europe/Paris
sr:complex:81249,sr:venue:81321,Cancha 3,Manzanillo,Mexico,MEX,America/Mexico_City
sr:complex:81543,sr:venue:81581,Headington Family Tennis Center - Court 6,"Norman, OK",USA,USA,America/Chicago
sr:complex:81613,sr:venue:81611,Royal SC Tennis - Court 01,Noda,Japan,JPN,Asia/Tokyo
sr:complex:81635,sr:venue:81691,LSU - Court 06,"Baton Rouge, LA",USA,USA,America/Chicago
sr:complex:81651,sr:venue:81649,Robson Tennis Center - Court 3,"Tucson, AZ",USA,USA,America/Phoenix
sr:complex:81661,sr:venue:81415,Wake Forest Tennis Center - Indoor - Court 05,"Winston Salem, NC",USA,USA,America/New_York
sr:complex:81673,sr:venue:81697,Court 4,Florida City (FL),USA,USA,America/Mexico_City
sr:complex:81681,sr:venue:81689,Tennis Courts of the SW University Neofit Rilski - Court 2,Blagoevgrad,Bulgaria,BGR,Europe/Sofia
sr:complex:81713,sr:venue:81759,Penina Hotel and Golf Resort - 1. Court Penina,Alvor,Portugal,PRT,Europe/Lisbon
sr:complex:81717,sr:venue:81725,Bloomington - Court 5,"Bloomington, IN",USA,USA,America/Indiana/Indianapolis
sr:complex:81745,sr:venue:81725,Bloomington - Court 5,"Bloomington, IN",USA,USA,America/Indiana/Indianapolis
sr:complex:81747,sr:venue:81831,Atlantis The Palm - Court 4,Dubai,United Arab Emirates,ARE,Asia/Dubai
sr:complex:81751,sr:venue:81767,Court 1,Singapore City,Singapore,SGP,Asia/Singapore
sr:complex:81779,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81809,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81811,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81813,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81815,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81817,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81819,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81821,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81823,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81827,sr:venue:81791,KPI Park - Court 06,Yokohama,Japan,JPN,Asia/Tokyo
sr:complex:81977,sr:venue:81983,Green Tennis Plaza - Court 04,Kawaguchi,Japan,JPN,Asia/Tokyo
sr:complex:81985,sr:venue:81983,Green Tennis Plaza - Court 04,Kawaguchi,Japan,JPN,Asia/Tokyo
sr:complex:81995,sr:venue:82410,Georgia Gwinnett - Court 06,"Lawrenceville, GA",USA,USA,America/New_York
sr:complex:82007,sr:venue:82195,Sport Center Visnjik (Clay) - Court 2,Zadar,Croatia,HRV,Europe/Zagreb
sr:complex:82033,sr:venue:82059,Court Central,Thionville,France,FRA,Europe/Paris
sr:complex:82065,sr:venue:82103,Cancha 1,Cap Cana,Dominican Republic,DOM,America/Santo_Domingo
sr:complex:82109,sr:venue:82117,Manzanillo - Court 04,Manzanillo,Mexico,MEX,America/Mexico_City
sr:complex:82131,sr:venue:82211,Grandstand Pablo Arroyo,Morelia,Mexico,MEX,America/Mexico_City
sr:complex:82133,sr:venue:82217,Sheraton Buganvilias,Puerto Vallarta,Mexico,MEX,America/Mexico_City
sr:complex:82197,sr:venue:82251,Tennis Club Porto Rose - Court 2,Roseto Degli Abruzzi,Italy,ITA,Europe/Rome
sr:complex:82223,sr:venue:82231,C4 Skechers,Santiago,Chile,CHL,America/Santiago
sr:complex:82243,sr:venue:82277,Joma Court 3,Menorca,Spain,ESP,Europe/Madrid
sr:complex:82279,sr:venue:82285,Tenis Club Crvena Zvezda - Court 03,Belgrade,Serbia,SRB,Europe/Belgrade
sr:complex:82301,sr:venue:82321,Court 1,Monza,Italy,ITA,Europe/Rome
sr:complex:82313,sr:venue:82333,Carvoeiro Clube de Tenis - 08. Court Details,Carvoeiro,Portugal,PRT,Europe/Lisbon
sr:complex:82335,sr:venue:82341,Court 7,Sarasota,USA,USA,America/New_York
sr:complex:82343,sr:venue:82382,Central KAYDAN,Abidjan,Cote d’Ivoire,CIV,Africa/Abidjan
sr:complex:82356,sr:venue:82392,Loughborough University - Court 05,Loughborough,England,ENG,Europe/London
sr:complex:82415,sr:venue:82451,Mitchell Tennis Center - Texas AM - Court 04,"College Station, TX",USA,USA,America/Chicago
sr:complex:82417,sr:venue:82479,National Tennis Center - Outdoor - Court 06,Bucharest,Romania,ROU,Europe/Bucharest
sr:complex:82467,sr:venue:82495,Court 2,Saint Malo,France,FRA,Europe/Paris
sr:complex:82469,sr:venue:82499,Court 3,Vic,Spain,ESP,Europe/Madrid
